Year,State Name,Indicator,Data Value
2017,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",13
2017,South Dakota,Methadone (T40.3),
2017,South Dakota,"Opioids (T40.0-T40.4,T40.6)",43
2017,South Dakota,Percent with drugs specified,94.28571429
2017,South Dakota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",26
2017,South Dakota,Natural & semi-synthetic opioids (T40.2),23
2017,South Dakota,Heroin (T40.1),10
2017,South Dakota,Natural & semi-synthetic opioids (T40.2),22
2017,South Dakota,Methadone (T40.3),
2017,South Dakota,Cocaine (T40.5),
2017,South Dakota,Number of Drug Overdose Deaths,75
2017,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",14
2017,South Dakota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",24
2017,South Dakota,Number of Deaths,"8,170"
2017,South Dakota,Psychostimulants with abuse potential (T43.6),25
2017,South Dakota,Percent with drugs specified,96
2017,South Dakota,Heroin (T40.1),
2017,South Dakota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",32
2017,South Dakota,"Opioids (T40.0-T40.4,T40.6)",41
2017,South Dakota,Natural & semi-synthetic opioids (T40.2),17
2017,South Dakota,Number of Drug Overdose Deaths,76
2017,South Dakota,Number of Deaths,"8,203"
2017,South Dakota,Methadone (T40.3),
2017,South Dakota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",19
2017,South Dakota,Psychostimulants with abuse potential (T43.6),26
2017,South Dakota,Heroin (T40.1),10
2017,South Dakota,"Opioids (T40.0-T40.4,T40.6)",39
2017,South Dakota,Percent with drugs specified,97.36842105
2017,South Dakota,Cocaine (T40.5),
2017,South Dakota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",31
2017,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",14
2017,South Dakota,Natural & semi-synthetic opioids (T40.2),17
2017,South Dakota,Percent with drugs specified,97.33333333
2017,South Dakota,Number of Drug Overdose Deaths,75
2017,South Dakota,Psychostimulants with abuse potential (T43.6),28
2017,South Dakota,Methadone (T40.3),
2017,South Dakota,Number of Deaths,"8,207"
2017,South Dakota,Cocaine (T40.5),
2017,South Dakota,Heroin (T40.1),10
2017,South Dakota,"Opioids (T40.0-T40.4,T40.6)",37
2017,South Dakota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",29
2017,South Dakota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",19
2017,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",12
2017,South Dakota,Psychostimulants with abuse potential (T43.6),29
2017,South Dakota,"Synthetic opioids, excl. methadone (T40.4)",10
2017,South Dakota,"Opioids (T40.0-T40.4,T40.6)",37
2017,South Dakota,Methadone (T40.3),
2017,South Dakota,Natural & semi-synthetic opioids (T40.2),19
2017,South Dakota,Number of Drug Overdose Deaths,75
2017,South Dakota,Heroin (T40.1),
2017,South Dakota,Percent with drugs specified,97.33333333
2017,South Dakota,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",29
2017,South Dakota,Cocaine (T40.5),
2017,South Dakota,Number of Deaths,"8,154"
2017,South Dakota,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",21
2017,Tennessee,Psychostimulants with abuse potential (T43.6),219
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),664
2017,Tennessee,Number of Drug Overdose Deaths,"1,724"
2017,Tennessee,Cocaine (T40.5),297
2017,Tennessee,Heroin (T40.1),286
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,250"
2017,Tennessee,Number of Deaths,"72,491"
2017,Tennessee,Methadone (T40.3),88
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",725
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,050"
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",461
2017,Tennessee,Percent with drugs specified,92.69141531
2017,Tennessee,Number of Drug Overdose Deaths,"1,736"
2017,Tennessee,Psychostimulants with abuse potential (T43.6),275
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),638
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,053"
2017,Tennessee,Number of Deaths,"72,760"
2017,Tennessee,Heroin (T40.1),292
2017,Tennessee,Percent with drugs specified,93.49078341
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",514
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,247"
2017,Tennessee,Cocaine (T40.5),307
2017,Tennessee,Methadone (T40.3),64
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",684
2017,Tennessee,Number of Deaths,"73,694"
2017,Tennessee,Methadone (T40.3),68
2017,Tennessee,Cocaine (T40.5),309
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),605
2017,Tennessee,Heroin (T40.1),304
2017,Tennessee,Psychostimulants with abuse potential (T43.6),321
2017,Tennessee,Number of Drug Overdose Deaths,"1,783"
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,098"
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,275"
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",655
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",600
2017,Tennessee,Percent with drugs specified,93.6623668
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),677
2017,Tennessee,Number of Drug Overdose Deaths,"1,652"
2017,Tennessee,Heroin (T40.1),268
2017,Tennessee,Number of Deaths,"71,921"
2017,Tennessee,Cocaine (T40.5),268
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,030"
2017,Tennessee,Percent with drugs specified,92.55447942
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",744
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",417
2017,Tennessee,Psychostimulants with abuse potential (T43.6),204
2017,Tennessee,Methadone (T40.3),92
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,208"
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),678
2017,Tennessee,Percent with drugs specified,92.27023737
2017,Tennessee,Heroin (T40.1),259
2017,Tennessee,Cocaine (T40.5),261
2017,Tennessee,Number of Drug Overdose Deaths,"1,643"
2017,Tennessee,Methadone (T40.3),90
2017,Tennessee,Number of Deaths,"71,835"
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",402
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,024"
2017,Tennessee,Psychostimulants with abuse potential (T43.6),198
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",744
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,208"
2017,Tennessee,Psychostimulants with abuse potential (T43.6),261
2017,Tennessee,Number of Drug Overdose Deaths,"1,745"
2017,Tennessee,Methadone (T40.3),65
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),644
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,255"
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,056"
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",690
2017,Tennessee,Cocaine (T40.5),311
2017,Tennessee,Heroin (T40.1),296
2017,Tennessee,Percent with drugs specified,93.18051576
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",510
2017,Tennessee,Number of Deaths,"72,803"
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),649
2017,Tennessee,Psychostimulants with abuse potential (T43.6),244
2017,Tennessee,Percent with drugs specified,93.00341297
2017,Tennessee,Heroin (T40.1),296
2017,Tennessee,Number of Drug Overdose Deaths,"1,758"
2017,Tennessee,Methadone (T40.3),72
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",504
2017,Tennessee,Cocaine (T40.5),308
2017,Tennessee,Number of Deaths,"72,564"
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",701
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,263"
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,063"
2017,Tennessee,Number of Drug Overdose Deaths,"1,691"
2017,Tennessee,Number of Deaths,"72,285"
2017,Tennessee,Cocaine (T40.5),280
2017,Tennessee,Psychostimulants with abuse potential (T43.6),212
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,047"
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",440
2017,Tennessee,Methadone (T40.3),89
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,236"
2017,Tennessee,Percent with drugs specified,92.60792431
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",739
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),676
2017,Tennessee,Heroin (T40.1),284
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),653
2017,Tennessee,Methadone (T40.3),82
2017,Tennessee,Cocaine (T40.5),304
2017,Tennessee,Number of Drug Overdose Deaths,"1,737"
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",480
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",711
2017,Tennessee,Number of Deaths,"72,562"
2017,Tennessee,Psychostimulants with abuse potential (T43.6),227
2017,Tennessee,Percent with drugs specified,93.09153713
2017,Tennessee,Heroin (T40.1),298
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,053"
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,257"
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),618
2017,Tennessee,Number of Drug Overdose Deaths,"1,760"
2017,Tennessee,Number of Deaths,"73,388"
2017,Tennessee,Methadone (T40.3),69
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",669
2017,Tennessee,Psychostimulants with abuse potential (T43.6),314
2017,Tennessee,Heroin (T40.1),285
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,251"
2017,Tennessee,Percent with drugs specified,93.69318182
2017,Tennessee,Cocaine (T40.5),301
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,078"
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",569
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),626
2017,Tennessee,Percent with drugs specified,93.38235294
2017,Tennessee,Number of Drug Overdose Deaths,"1,768"
2017,Tennessee,Psychostimulants with abuse potential (T43.6),310
2017,Tennessee,Methadone (T40.3),64
2017,Tennessee,Number of Deaths,"73,144"
2017,Tennessee,Cocaine (T40.5),311
2017,Tennessee,Heroin (T40.1),291
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,258"
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,074"
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",674
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",553
2017,Tennessee,Psychostimulants with abuse potential (T43.6),298
2017,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",535
2017,Tennessee,"Opioids (T40.0-T40.4,T40.6)","1,261"
2017,Tennessee,Methadone (T40.3),64
2017,Tennessee,Natural & semi-synthetic opioids (T40.2),636
2017,Tennessee,Number of Drug Overdose Deaths,"1,764"
2017,Tennessee,Heroin (T40.1),298
2017,Tennessee,Percent with drugs specified,93.65079365
2017,Tennessee,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,068"
2017,Tennessee,Cocaine (T40.5),319
2017,Tennessee,Number of Deaths,"73,109"
2017,Tennessee,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",683
2017,Texas,Number of Drug Overdose Deaths,"2,797"
2017,Texas,Number of Deaths,"196,770"
2017,Texas,Percent with drugs specified,87.59385055
2017,Texas,Number of Drug Overdose Deaths,"2,855"
2017,Texas,Number of Deaths,"197,234"
2017,Texas,Percent with drugs specified,88.05604203
2017,Texas,Number of Deaths,"200,830"
2017,Texas,Number of Drug Overdose Deaths,"2,950"
2017,Texas,Percent with drugs specified,88.88135593
2017,Texas,Number of Drug Overdose Deaths,"2,813"
2017,Texas,Number of Deaths,"195,999"
2017,Texas,Percent with drugs specified,87.16672592
2017,Texas,Percent with drugs specified,86.72597865
2017,Texas,Number of Drug Overdose Deaths,"2,810"
2017,Texas,Number of Deaths,"195,740"
2017,Texas,Number of Drug Overdose Deaths,"2,878"
2017,Texas,Percent with drugs specified,87.76928423
2017,Texas,Number of Deaths,"197,084"
2017,Texas,Percent with drugs specified,87.88732394
2017,Texas,Number of Drug Overdose Deaths,"2,840"
2017,Texas,Number of Deaths,"197,112"
2017,Texas,Number of Drug Overdose Deaths,"2,814"
2017,Texas,Number of Deaths,"196,668"
2017,Texas,Percent with drugs specified,87.38450604
2017,Texas,Number of Drug Overdose Deaths,"2,830"
2017,Texas,Number of Deaths,"197,098"
2017,Texas,Percent with drugs specified,87.80918728
2017,Texas,Number of Drug Overdose Deaths,"2,928"
2017,Texas,Number of Deaths,"199,279"
2017,Texas,Percent with drugs specified,88.7295082
2017,Texas,Percent with drugs specified,88.43348385
2017,Texas,Number of Drug Overdose Deaths,"2,879"
2017,Texas,Number of Deaths,"198,519"
2017,Texas,Number of Drug Overdose Deaths,"2,868"
2017,Texas,Percent with drugs specified,87.90097629
2017,Texas,Number of Deaths,"197,641"
2017,United States,Psychostimulants with abuse potential (T43.6),"8,498"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,865"
2017,United States,Number of Drug Overdose Deaths,"67,493"
2017,United States,Cocaine (T40.5),"12,064"
2017,United States,Heroin (T40.1),"16,011"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","45,245"
2017,United States,Number of Deaths,"2,782,927"
2017,United States,Methadone (T40.3),"3,310"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,430"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","36,013"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","23,371"
2017,United States,Percent with drugs specified,86.15708296
2017,United States,Number of Drug Overdose Deaths,"69,988"
2017,United States,Psychostimulants with abuse potential (T43.6),"9,482"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,935"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","38,749"
2017,United States,Number of Deaths,"2,798,375"
2017,United States,Heroin (T40.1),"16,014"
2017,United States,Percent with drugs specified,86.78059096
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","26,577"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","47,179"
2017,United States,Cocaine (T40.5),"13,374"
2017,United States,Methadone (T40.3),"3,203"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,427"
2017,United States,Number of Deaths,"2,820,034"
2017,United States,Methadone (T40.3),"3,210"
2017,United States,Cocaine (T40.5),"14,069"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,559"
2017,United States,Heroin (T40.1),"15,593"
2017,United States,Psychostimulants with abuse potential (T43.6),"10,435"
2017,United States,Number of Drug Overdose Deaths,"70,699"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","40,286"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","47,885"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,104"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","28,659"
2017,United States,Percent with drugs specified,87.60237061
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,784"
2017,United States,Number of Drug Overdose Deaths,"66,189"
2017,United States,Heroin (T40.1),"15,963"
2017,United States,Number of Deaths,"2,770,741"
2017,United States,Cocaine (T40.5),"11,305"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","34,699"
2017,United States,Percent with drugs specified,85.85414495
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,377"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","21,844"
2017,United States,Psychostimulants with abuse potential (T43.6),"8,040"
2017,United States,Methadone (T40.3),"3,355"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","44,281"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,728"
2017,United States,Percent with drugs specified,85.55763981
2017,United States,Heroin (T40.1),"15,868"
2017,United States,Cocaine (T40.5),"10,955"
2017,United States,Number of Drug Overdose Deaths,"65,571"
2017,United States,Methadone (T40.3),"3,388"
2017,United States,Number of Deaths,"2,766,974"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","20,932"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","33,929"
2017,United States,Psychostimulants with abuse potential (T43.6),"7,826"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,345"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","43,691"
2017,United States,Psychostimulants with abuse potential (T43.6),"9,294"
2017,United States,Number of Drug Overdose Deaths,"69,504"
2017,United States,Methadone (T40.3),"3,220"
2017,United States,Natural & semi-synthetic opioids (T40.2),"15,003"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","46,777"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","38,095"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,503"
2017,United States,Cocaine (T40.5),"13,064"
2017,United States,Heroin (T40.1),"16,058"
2017,United States,Percent with drugs specified,86.64393416
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","25,748"
2017,United States,Number of Deaths,"2,796,333"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,970"
2017,United States,Psychostimulants with abuse potential (T43.6),"9,076"
2017,United States,Percent with drugs specified,86.48214828
2017,United States,Heroin (T40.1),"16,168"
2017,United States,Number of Drug Overdose Deaths,"69,153"
2017,United States,Methadone (T40.3),"3,246"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","25,062"
2017,United States,Cocaine (T40.5),"12,867"
2017,United States,Number of Deaths,"2,794,038"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,495"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","46,473"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","37,530"
2017,United States,Number of Drug Overdose Deaths,"66,858"
2017,United States,Number of Deaths,"2,778,264"
2017,United States,Cocaine (T40.5),"11,664"
2017,United States,Psychostimulants with abuse potential (T43.6),"8,250"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","35,428"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","22,671"
2017,United States,Methadone (T40.3),"3,357"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","44,790"
2017,United States,Percent with drugs specified,86.06299919
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,403"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,805"
2017,United States,Heroin (T40.1),"16,019"
2017,United States,Natural & semi-synthetic opioids (T40.2),"15,002"
2017,United States,Methadone (T40.3),"3,302"
2017,United States,Cocaine (T40.5),"12,433"
2017,United States,Number of Drug Overdose Deaths,"68,370"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","24,168"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,571"
2017,United States,Number of Deaths,"2,788,083"
2017,United States,Psychostimulants with abuse potential (T43.6),"8,807"
2017,United States,Percent with drugs specified,86.28345766
2017,United States,Heroin (T40.1),"16,137"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","36,798"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","45,893"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,706"
2017,United States,Number of Drug Overdose Deaths,"70,723"
2017,United States,Number of Deaths,"2,810,357"
2017,United States,Methadone (T40.3),"3,183"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,223"
2017,United States,Psychostimulants with abuse potential (T43.6),"10,255"
2017,United States,Heroin (T40.1),"15,763"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","47,889"
2017,United States,Percent with drugs specified,87.37468716
2017,United States,Cocaine (T40.5),"13,829"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","40,033"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","28,281"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,809"
2017,United States,Percent with drugs specified,87.1962088
2017,United States,Number of Drug Overdose Deaths,"70,690"
2017,United States,Psychostimulants with abuse potential (T43.6),"10,053"
2017,United States,Methadone (T40.3),"3,189"
2017,United States,Number of Deaths,"2,806,663"
2017,United States,Cocaine (T40.5),"13,722"
2017,United States,Heroin (T40.1),"15,919"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","47,813"
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","39,776"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,305"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","27,876"
2017,United States,Psychostimulants with abuse potential (T43.6),"9,813"
2017,United States,"Synthetic opioids, excl. methadone (T40.4)","27,358"
2017,United States,"Opioids (T40.0-T40.4,T40.6)","47,673"
2017,United States,Methadone (T40.3),"3,218"
2017,United States,Natural & semi-synthetic opioids (T40.2),"14,922"
2017,United States,Number of Drug Overdose Deaths,"70,599"
2017,United States,Heroin (T40.1),"15,975"
2017,United States,Percent with drugs specified,86.96157169
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","39,436"
2017,United States,Cocaine (T40.5),"13,573"
2017,United States,Number of Deaths,"2,804,356"
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","17,440"
2017,Utah,Psychostimulants with abuse potential (T43.6),151
2017,Utah,Natural & semi-synthetic opioids (T40.2),296
2017,Utah,Number of Drug Overdose Deaths,619
2017,Utah,Cocaine (T40.5),47
2017,Utah,Heroin (T40.1),153
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",449
2017,Utah,Number of Deaths,"18,455"
2017,Utah,Methadone (T40.3),39
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",321
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",377
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",82
2017,Utah,Percent with drugs specified,95.96122779
2017,Utah,Number of Drug Overdose Deaths,615
2017,Utah,Psychostimulants with abuse potential (T43.6),167
2017,Utah,Natural & semi-synthetic opioids (T40.2),276
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",351
2017,Utah,Number of Deaths,"18,360"
2017,Utah,Heroin (T40.1),141
2017,Utah,Percent with drugs specified,96.74796748
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",81
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",430
2017,Utah,Cocaine (T40.5),47
2017,Utah,Methadone (T40.3),43
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",300
2017,Utah,Number of Deaths,"18,676"
2017,Utah,Methadone (T40.3),47
2017,Utah,Cocaine (T40.5),51
2017,Utah,Natural & semi-synthetic opioids (T40.2),295
2017,Utah,Heroin (T40.1),148
2017,Utah,Psychostimulants with abuse potential (T43.6),195
2017,Utah,Number of Drug Overdose Deaths,645
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",374
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",456
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",321
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",88
2017,Utah,Percent with drugs specified,97.51937984
2017,Utah,Natural & semi-synthetic opioids (T40.2),310
2017,Utah,Number of Drug Overdose Deaths,643
2017,Utah,Heroin (T40.1),166
2017,Utah,Number of Deaths,"18,505"
2017,Utah,Cocaine (T40.5),48
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",393
2017,Utah,Percent with drugs specified,94.71228616
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",340
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",78
2017,Utah,Psychostimulants with abuse potential (T43.6),147
2017,Utah,Methadone (T40.3),46
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",467
2017,Utah,Natural & semi-synthetic opioids (T40.2),317
2017,Utah,Percent with drugs specified,94.53978159
2017,Utah,Heroin (T40.1),170
2017,Utah,Cocaine (T40.5),50
2017,Utah,Number of Drug Overdose Deaths,641
2017,Utah,Methadone (T40.3),40
2017,Utah,Number of Deaths,"18,572"
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",78
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",394
2017,Utah,Psychostimulants with abuse potential (T43.6),146
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",342
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",466
2017,Utah,Psychostimulants with abuse potential (T43.6),167
2017,Utah,Number of Drug Overdose Deaths,620
2017,Utah,Methadone (T40.3),45
2017,Utah,Natural & semi-synthetic opioids (T40.2),291
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",439
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",363
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",316
2017,Utah,Cocaine (T40.5),43
2017,Utah,Heroin (T40.1),139
2017,Utah,Percent with drugs specified,96.61290323
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",78
2017,Utah,Number of Deaths,"18,333"
2017,Utah,Natural & semi-synthetic opioids (T40.2),284
2017,Utah,Psychostimulants with abuse potential (T43.6),166
2017,Utah,Percent with drugs specified,96.57980456
2017,Utah,Heroin (T40.1),150
2017,Utah,Number of Drug Overdose Deaths,614
2017,Utah,Methadone (T40.3),43
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",77
2017,Utah,Cocaine (T40.5),42
2017,Utah,Number of Deaths,"18,401"
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",310
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",437
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",358
2017,Utah,Number of Drug Overdose Deaths,621
2017,Utah,Number of Deaths,"18,482"
2017,Utah,Cocaine (T40.5),43
2017,Utah,Psychostimulants with abuse potential (T43.6),146
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",379
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",82
2017,Utah,Methadone (T40.3),42
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",449
2017,Utah,Percent with drugs specified,95.33011272
